Aug_Envoy,Abyssos,Abyssos,714,239,517,311,136
Aug_Envoy,Abyssos,Abyssos,714,167,517,311,136
Aug_Envoy,Abyssos,Abyssos,714,167,517,363,136
Aug_Envoy,Abyssos,Abyssos,714,167,517,311,208
Aug_Envoy,Abyssos,Abyssos,714,203,517,311,136
Aug_Envoy,Abyssos,Abyssos,714,167,517,347,136
Aug_Envoy,Abyssos,Abyssos,714,167,517,347,172
Aug_Envoy,Abyssos,Abyssos,714,203,517,311,172
Envoy,Abyssos,Abyssos,703,239,513,309,136
Envoy,Abyssos,Abyssos,703,167,513,309,136
Envoy,Abyssos,Abyssos,703,167,513,359,136
Envoy,Abyssos,Abyssos,703,167,513,309,208
Envoy,Abyssos,Abyssos,703,203,513,309,136
Envoy,Abyssos,Abyssos,703,167,513,345,136
Envoy,Abyssos,Abyssos,703,167,513,345,172
Envoy,Abyssos,Abyssos,703,203,513,309,172
Purg,Abyssos,Abyssos,693,239,345,307,301
Purg,Abyssos,Abyssos,693,167,417,307,301
Purg,Abyssos,Abyssos,693,167,345,356,301
Purg,Abyssos,Abyssos,693,167,345,307,301
Purg,Abyssos,Abyssos,693,203,381,307,301
Purg,Abyssos,Abyssos,693,167,381,343,301
Purg,Abyssos,Abyssos,693,167,345,343,301
Purg,Abyssos,Abyssos,693,203,345,307,301
Rina,Abyssos,Abyssos,693,332,510,191,136
Rina,Abyssos,Abyssos,693,283,510,191,136
Rina,Abyssos,Abyssos,693,283,510,263,136
Rina,Abyssos,Abyssos,693,283,510,191,208
Rina,Abyssos,Abyssos,693,319,510,191,136
Rina,Abyssos,Abyssos,693,283,510,227,136
Rina,Abyssos,Abyssos,693,283,510,227,172
Abyssos,Abyssos,Abyssos,714,339,273,263,256
Abyssos,Abyssos,Abyssos,714,339,345,263,256
Abyssos,Abyssos,Abyssos,714,339,273,335,256
Abyssos,Abyssos,Abyssos,714,339,273,263,308
Abyssos,Abyssos,Abyssos,714,339,309,263,256
Abyssos,Abyssos,Abyssos,714,339,309,299,256
Abyssos,Abyssos,Abyssos,714,339,273,299,292
Abyssos,Abyssos,Abyssos,714,339,273,263,292
Aug_Envoy,Abyssos,Abyssos,714,239,445,383,136
Aug_Envoy,Abyssos,Abyssos,714,167,445,383,136
Aug_Envoy,Abyssos,Abyssos,714,167,445,435,136
Aug_Envoy,Abyssos,Abyssos,714,167,445,383,208
Aug_Envoy,Abyssos,Abyssos,714,203,445,383,136
Aug_Envoy,Abyssos,Abyssos,714,167,445,419,136
Aug_Envoy,Abyssos,Abyssos,714,167,445,419,172
Aug_Envoy,Abyssos,Abyssos,714,203,445,383,172
Envoy,Abyssos,Abyssos,703,239,441,381,136
Envoy,Abyssos,Abyssos,703,167,441,381,136
Envoy,Abyssos,Abyssos,703,167,441,431,136
Envoy,Abyssos,Abyssos,703,167,441,381,208
Envoy,Abyssos,Abyssos,703,203,441,381,136
Envoy,Abyssos,Abyssos,703,167,441,417,136
Envoy,Abyssos,Abyssos,703,167,441,417,172
Envoy,Abyssos,Abyssos,703,203,441,381,172
Purg,Abyssos,Abyssos,693,239,273,379,301
Purg,Abyssos,Abyssos,693,167,345,379,301
Purg,Abyssos,Abyssos,693,167,273,428,301
Purg,Abyssos,Abyssos,693,167,273,379,301
Purg,Abyssos,Abyssos,693,203,309,379,301
Purg,Abyssos,Abyssos,693,167,309,415,301
Purg,Abyssos,Abyssos,693,167,273,415,301
Purg,Abyssos,Abyssos,693,203,273,379,301
Rina,Abyssos,Abyssos,693,332,438,263,136
Rina,Abyssos,Abyssos,693,283,438,263,136
Rina,Abyssos,Abyssos,693,283,438,335,136
Rina,Abyssos,Abyssos,693,283,438,263,208
Rina,Abyssos,Abyssos,693,319,438,263,136
Rina,Abyssos,Abyssos,693,283,438,299,136
Rina,Abyssos,Abyssos,693,283,438,299,172
Abyssos,Abyssos,Abyssos,714,339,273,191,215
Abyssos,Abyssos,Abyssos,714,339,345,191,215
Abyssos,Abyssos,Abyssos,714,339,273,263,215
Abyssos,Abyssos,Abyssos,714,339,273,191,267
Abyssos,Abyssos,Abyssos,714,339,309,191,215
Abyssos,Abyssos,Abyssos,714,339,309,227,215
Abyssos,Abyssos,Abyssos,714,339,273,227,251
Abyssos,Abyssos,Abyssos,714,339,273,191,251
Aug_Envoy,Abyssos,Abyssos,714,239,445,311,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,311,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,363,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,311,167
Aug_Envoy,Abyssos,Abyssos,714,203,445,311,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,347,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,347,131
Aug_Envoy,Abyssos,Abyssos,714,203,445,311,131
Envoy,Abyssos,Abyssos,703,239,441,309,95
Envoy,Abyssos,Abyssos,703,167,441,309,95
Envoy,Abyssos,Abyssos,703,167,441,359,95
Envoy,Abyssos,Abyssos,703,167,441,309,167
Envoy,Abyssos,Abyssos,703,203,441,309,95
Envoy,Abyssos,Abyssos,703,167,441,345,95
Envoy,Abyssos,Abyssos,703,167,441,345,131
Envoy,Abyssos,Abyssos,703,203,441,309,131
Purg,Abyssos,Abyssos,693,239,273,307,260
Purg,Abyssos,Abyssos,693,167,345,307,260
Purg,Abyssos,Abyssos,693,167,273,356,260
Purg,Abyssos,Abyssos,693,167,273,307,260
Purg,Abyssos,Abyssos,693,203,309,307,260
Purg,Abyssos,Abyssos,693,167,309,343,260
Purg,Abyssos,Abyssos,693,167,273,343,260
Purg,Abyssos,Abyssos,693,203,273,307,260
Rina,Abyssos,Abyssos,693,332,438,191,95
Rina,Abyssos,Abyssos,693,283,438,191,95
Rina,Abyssos,Abyssos,693,283,438,263,95
Rina,Abyssos,Abyssos,693,283,438,191,167
Rina,Abyssos,Abyssos,693,319,438,191,95
Rina,Abyssos,Abyssos,693,283,438,227,95
Rina,Abyssos,Abyssos,693,283,438,227,131
Abyssos,Abyssos,Abyssos,714,339,309,191,256
Abyssos,Abyssos,Abyssos,714,339,381,191,256
Abyssos,Abyssos,Abyssos,714,339,309,263,256
Abyssos,Abyssos,Abyssos,714,339,309,191,308
Abyssos,Abyssos,Abyssos,714,339,345,191,256
Abyssos,Abyssos,Abyssos,714,339,345,227,256
Abyssos,Abyssos,Abyssos,714,339,309,227,292
Abyssos,Abyssos,Abyssos,714,339,309,191,292
Aug_Envoy,Abyssos,Abyssos,714,239,481,311,136
Aug_Envoy,Abyssos,Abyssos,714,167,481,311,136
Aug_Envoy,Abyssos,Abyssos,714,167,481,363,136
Aug_Envoy,Abyssos,Abyssos,714,167,481,311,208
Aug_Envoy,Abyssos,Abyssos,714,203,481,311,136
Aug_Envoy,Abyssos,Abyssos,714,167,481,347,136
Aug_Envoy,Abyssos,Abyssos,714,167,481,347,172
Aug_Envoy,Abyssos,Abyssos,714,203,481,311,172
Envoy,Abyssos,Abyssos,703,239,477,309,136
Envoy,Abyssos,Abyssos,703,167,477,309,136
Envoy,Abyssos,Abyssos,703,167,477,359,136
Envoy,Abyssos,Abyssos,703,167,477,309,208
Envoy,Abyssos,Abyssos,703,203,477,309,136
Envoy,Abyssos,Abyssos,703,167,477,345,136
Envoy,Abyssos,Abyssos,703,167,477,345,172
Envoy,Abyssos,Abyssos,703,203,477,309,172
Purg,Abyssos,Abyssos,693,239,309,307,301
Purg,Abyssos,Abyssos,693,167,381,307,301
Purg,Abyssos,Abyssos,693,167,309,356,301
Purg,Abyssos,Abyssos,693,167,309,307,301
Purg,Abyssos,Abyssos,693,203,345,307,301
Purg,Abyssos,Abyssos,693,167,345,343,301
Purg,Abyssos,Abyssos,693,167,309,343,301
Purg,Abyssos,Abyssos,693,203,309,307,301
Rina,Abyssos,Abyssos,693,332,474,191,136
Rina,Abyssos,Abyssos,693,283,474,191,136
Rina,Abyssos,Abyssos,693,283,474,263,136
Rina,Abyssos,Abyssos,693,283,474,191,208
Rina,Abyssos,Abyssos,693,319,474,191,136
Rina,Abyssos,Abyssos,693,283,474,227,136
Rina,Abyssos,Abyssos,693,283,474,227,172
Abyssos,Abyssos,Abyssos,714,339,309,227,256
Abyssos,Abyssos,Abyssos,714,339,381,227,256
Abyssos,Abyssos,Abyssos,714,339,309,299,256
Abyssos,Abyssos,Abyssos,714,339,309,227,308
Abyssos,Abyssos,Abyssos,714,339,345,227,256
Abyssos,Abyssos,Abyssos,714,339,345,263,256
Abyssos,Abyssos,Abyssos,714,339,309,263,292
Abyssos,Abyssos,Abyssos,714,339,309,227,292
Aug_Envoy,Abyssos,Abyssos,714,239,481,347,136
Aug_Envoy,Abyssos,Abyssos,714,167,481,347,136
Aug_Envoy,Abyssos,Abyssos,714,167,481,399,136
Aug_Envoy,Abyssos,Abyssos,714,167,481,347,208
Aug_Envoy,Abyssos,Abyssos,714,203,481,347,136
Aug_Envoy,Abyssos,Abyssos,714,167,481,383,136
Aug_Envoy,Abyssos,Abyssos,714,167,481,383,172
Aug_Envoy,Abyssos,Abyssos,714,203,481,347,172
Envoy,Abyssos,Abyssos,703,239,477,345,136
Envoy,Abyssos,Abyssos,703,167,477,345,136
Envoy,Abyssos,Abyssos,703,167,477,395,136
Envoy,Abyssos,Abyssos,703,167,477,345,208
Envoy,Abyssos,Abyssos,703,203,477,345,136
Envoy,Abyssos,Abyssos,703,167,477,381,136
Envoy,Abyssos,Abyssos,703,167,477,381,172
Envoy,Abyssos,Abyssos,703,203,477,345,172
Purg,Abyssos,Abyssos,693,239,309,343,301
Purg,Abyssos,Abyssos,693,167,381,343,301
Purg,Abyssos,Abyssos,693,167,309,392,301
Purg,Abyssos,Abyssos,693,167,309,343,301
Purg,Abyssos,Abyssos,693,203,345,343,301
Purg,Abyssos,Abyssos,693,167,345,379,301
Purg,Abyssos,Abyssos,693,167,309,379,301
Purg,Abyssos,Abyssos,693,203,309,343,301
Rina,Abyssos,Abyssos,693,332,474,227,136
Rina,Abyssos,Abyssos,693,283,474,227,136
Rina,Abyssos,Abyssos,693,283,474,299,136
Rina,Abyssos,Abyssos,693,283,474,227,208
Rina,Abyssos,Abyssos,693,319,474,227,136
Rina,Abyssos,Abyssos,693,283,474,263,136
Rina,Abyssos,Abyssos,693,283,474,263,172
Abyssos,Abyssos,Abyssos,714,339,273,227,215
Abyssos,Abyssos,Abyssos,714,339,345,227,215
Abyssos,Abyssos,Abyssos,714,339,273,299,215
Abyssos,Abyssos,Abyssos,714,339,273,227,267
Abyssos,Abyssos,Abyssos,714,339,309,227,215
Abyssos,Abyssos,Abyssos,714,339,309,263,215
Abyssos,Abyssos,Abyssos,714,339,273,263,251
Abyssos,Abyssos,Abyssos,714,339,273,227,251
Aug_Envoy,Abyssos,Abyssos,714,239,445,347,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,347,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,399,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,347,167
Aug_Envoy,Abyssos,Abyssos,714,203,445,347,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,383,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,383,131
Aug_Envoy,Abyssos,Abyssos,714,203,445,347,131
Envoy,Abyssos,Abyssos,703,239,441,345,95
Envoy,Abyssos,Abyssos,703,167,441,345,95
Envoy,Abyssos,Abyssos,703,167,441,395,95
Envoy,Abyssos,Abyssos,703,167,441,345,167
Envoy,Abyssos,Abyssos,703,203,441,345,95
Envoy,Abyssos,Abyssos,703,167,441,381,95
Envoy,Abyssos,Abyssos,703,167,441,381,131
Envoy,Abyssos,Abyssos,703,203,441,345,131
Purg,Abyssos,Abyssos,693,239,273,343,260
Purg,Abyssos,Abyssos,693,167,345,343,260
Purg,Abyssos,Abyssos,693,167,273,392,260
Purg,Abyssos,Abyssos,693,167,273,343,260
Purg,Abyssos,Abyssos,693,203,309,343,260
Purg,Abyssos,Abyssos,693,167,309,379,260
Purg,Abyssos,Abyssos,693,167,273,379,260
Purg,Abyssos,Abyssos,693,203,273,343,260
Rina,Abyssos,Abyssos,693,332,438,227,95
Rina,Abyssos,Abyssos,693,283,438,227,95
Rina,Abyssos,Abyssos,693,283,438,299,95
Rina,Abyssos,Abyssos,693,283,438,227,167
Rina,Abyssos,Abyssos,693,319,438,227,95
Rina,Abyssos,Abyssos,693,283,438,263,95
Rina,Abyssos,Abyssos,693,283,438,263,131
Abyssos,Abyssos,Abyssos,714,339,273,191,215
Abyssos,Abyssos,Abyssos,714,339,345,191,215
Abyssos,Abyssos,Abyssos,714,339,273,263,215
Abyssos,Abyssos,Abyssos,714,339,273,191,267
Abyssos,Abyssos,Abyssos,714,339,309,191,215
Abyssos,Abyssos,Abyssos,714,339,309,227,215
Abyssos,Abyssos,Abyssos,714,339,273,227,251
Abyssos,Abyssos,Abyssos,714,339,273,191,251
Aug_Envoy,Abyssos,Abyssos,714,239,445,311,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,311,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,363,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,311,167
Aug_Envoy,Abyssos,Abyssos,714,203,445,311,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,347,95
Aug_Envoy,Abyssos,Abyssos,714,167,445,347,131
Aug_Envoy,Abyssos,Abyssos,714,203,445,311,131
Envoy,Abyssos,Abyssos,703,239,441,309,95
Envoy,Abyssos,Abyssos,703,167,441,309,95
Envoy,Abyssos,Abyssos,703,167,441,359,95
Envoy,Abyssos,Abyssos,703,167,441,309,167
Envoy,Abyssos,Abyssos,703,203,441,309,95
Envoy,Abyssos,Abyssos,703,167,441,345,95
Envoy,Abyssos,Abyssos,703,167,441,345,131
Envoy,Abyssos,Abyssos,703,203,441,309,131
Purg,Abyssos,Abyssos,693,239,273,307,260
Purg,Abyssos,Abyssos,693,167,345,307,260
Purg,Abyssos,Abyssos,693,167,273,356,260
Purg,Abyssos,Abyssos,693,167,273,307,260
Purg,Abyssos,Abyssos,693,203,309,307,260
Purg,Abyssos,Abyssos,693,167,309,343,260
Purg,Abyssos,Abyssos,693,167,273,343,260
Purg,Abyssos,Abyssos,693,203,273,307,260
Rina,Abyssos,Abyssos,693,332,438,191,95
Rina,Abyssos,Abyssos,693,283,438,191,95
Rina,Abyssos,Abyssos,693,283,438,263,95
Rina,Abyssos,Abyssos,693,283,438,191,167
Rina,Abyssos,Abyssos,693,319,438,191,95
Rina,Abyssos,Abyssos,693,283,438,227,95
Rina,Abyssos,Abyssos,693,283,438,227,131
Abyssos,Aug_Envoy,Abyssos,714,316,368,327,120
Abyssos,Aug_Envoy,Abyssos,714,316,440,327,120
Abyssos,Aug_Envoy,Abyssos,714,316,368,399,120
Abyssos,Aug_Envoy,Abyssos,714,316,368,327,172
Abyssos,Aug_Envoy,Abyssos,714,316,404,327,120
Abyssos,Aug_Envoy,Abyssos,714,316,404,363,120
Abyssos,Aug_Envoy,Abyssos,714,316,368,363,156
Abyssos,Aug_Envoy,Abyssos,714,316,368,327,156
Aug_Envoy,Aug_Envoy,Abyssos,714,216,540,447,0
Aug_Envoy,Aug_Envoy,Abyssos,714,144,540,447,0
Aug_Envoy,Aug_Envoy,Abyssos,714,144,540,499,0
Aug_Envoy,Aug_Envoy,Abyssos,714,144,540,447,72
Aug_Envoy,Aug_Envoy,Abyssos,714,180,540,447,0
Aug_Envoy,Aug_Envoy,Abyssos,714,144,540,483,0
Aug_Envoy,Aug_Envoy,Abyssos,714,144,540,483,36
Aug_Envoy,Aug_Envoy,Abyssos,714,180,540,447,36
Envoy,Aug_Envoy,Abyssos,703,216,536,445,0
Envoy,Aug_Envoy,Abyssos,703,144,536,445,0
Envoy,Aug_Envoy,Abyssos,703,144,536,495,0
Envoy,Aug_Envoy,Abyssos,703,144,536,445,72
Envoy,Aug_Envoy,Abyssos,703,180,536,445,0
Envoy,Aug_Envoy,Abyssos,703,144,536,481,0
Envoy,Aug_Envoy,Abyssos,703,144,536,481,36
Envoy,Aug_Envoy,Abyssos,703,180,536,445,36
Purg,Aug_Envoy,Abyssos,693,216,368,443,165
Purg,Aug_Envoy,Abyssos,693,144,440,443,165
Purg,Aug_Envoy,Abyssos,693,144,368,492,165
Purg,Aug_Envoy,Abyssos,693,144,368,443,165
Purg,Aug_Envoy,Abyssos,693,180,404,443,165
Purg,Aug_Envoy,Abyssos,693,144,404,479,165
Purg,Aug_Envoy,Abyssos,693,144,368,479,165
Purg,Aug_Envoy,Abyssos,693,180,368,443,165
Rina,Aug_Envoy,Abyssos,693,309,533,327,0
Rina,Aug_Envoy,Abyssos,693,260,533,327,0
Rina,Aug_Envoy,Abyssos,693,260,533,399,0
Rina,Aug_Envoy,Abyssos,693,260,533,327,72
Rina,Aug_Envoy,Abyssos,693,296,533,327,0
Rina,Aug_Envoy,Abyssos,693,260,533,363,0
Rina,Aug_Envoy,Abyssos,693,260,533,363,36
Abyssos,Aug_Envoy,Abyssos,714,244,368,327,120
Abyssos,Aug_Envoy,Abyssos,714,244,440,327,120
Abyssos,Aug_Envoy,Abyssos,714,244,368,399,120
Abyssos,Aug_Envoy,Abyssos,714,244,368,327,172
Abyssos,Aug_Envoy,Abyssos,714,244,404,327,120
Abyssos,Aug_Envoy,Abyssos,714,244,404,363,120
Abyssos,Aug_Envoy,Abyssos,714,244,368,363,156
Abyssos,Aug_Envoy,Abyssos,714,244,368,327,156
Aug_Envoy,Aug_Envoy,Abyssos,714,144,540,447,0
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,447,0
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,499,0
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,447,72
Aug_Envoy,Aug_Envoy,Abyssos,714,108,540,447,0
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,483,0
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,483,36
Aug_Envoy,Aug_Envoy,Abyssos,714,108,540,447,36
Envoy,Aug_Envoy,Abyssos,703,144,536,445,0
Envoy,Aug_Envoy,Abyssos,703,72,536,445,0
Envoy,Aug_Envoy,Abyssos,703,72,536,495,0
Envoy,Aug_Envoy,Abyssos,703,72,536,445,72
Envoy,Aug_Envoy,Abyssos,703,108,536,445,0
Envoy,Aug_Envoy,Abyssos,703,72,536,481,0
Envoy,Aug_Envoy,Abyssos,703,72,536,481,36
Envoy,Aug_Envoy,Abyssos,703,108,536,445,36
Purg,Aug_Envoy,Abyssos,693,144,368,443,165
Purg,Aug_Envoy,Abyssos,693,72,440,443,165
Purg,Aug_Envoy,Abyssos,693,72,368,492,165
Purg,Aug_Envoy,Abyssos,693,72,368,443,165
Purg,Aug_Envoy,Abyssos,693,108,404,443,165
Purg,Aug_Envoy,Abyssos,693,72,404,479,165
Purg,Aug_Envoy,Abyssos,693,72,368,479,165
Purg,Aug_Envoy,Abyssos,693,108,368,443,165
Rina,Aug_Envoy,Abyssos,693,237,533,327,0
Rina,Aug_Envoy,Abyssos,693,188,533,327,0
Rina,Aug_Envoy,Abyssos,693,188,533,399,0
Rina,Aug_Envoy,Abyssos,693,188,533,327,72
Rina,Aug_Envoy,Abyssos,693,224,533,327,0
Rina,Aug_Envoy,Abyssos,693,188,533,363,0
Rina,Aug_Envoy,Abyssos,693,188,533,363,36
Abyssos,Aug_Envoy,Abyssos,714,244,368,286,120
Abyssos,Aug_Envoy,Abyssos,714,244,440,286,120
Abyssos,Aug_Envoy,Abyssos,714,244,368,358,120
Abyssos,Aug_Envoy,Abyssos,714,244,368,286,172
Abyssos,Aug_Envoy,Abyssos,714,244,404,286,120
Abyssos,Aug_Envoy,Abyssos,714,244,404,322,120
Abyssos,Aug_Envoy,Abyssos,714,244,368,322,156
Abyssos,Aug_Envoy,Abyssos,714,244,368,286,156
Aug_Envoy,Aug_Envoy,Abyssos,714,144,540,406,0
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,406,0
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,458,0
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,406,72
Aug_Envoy,Aug_Envoy,Abyssos,714,108,540,406,0
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,442,0
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,442,36
Aug_Envoy,Aug_Envoy,Abyssos,714,108,540,406,36
Envoy,Aug_Envoy,Abyssos,703,144,536,404,0
Envoy,Aug_Envoy,Abyssos,703,72,536,404,0
Envoy,Aug_Envoy,Abyssos,703,72,536,454,0
Envoy,Aug_Envoy,Abyssos,703,72,536,404,72
Envoy,Aug_Envoy,Abyssos,703,108,536,404,0
Envoy,Aug_Envoy,Abyssos,703,72,536,440,0
Envoy,Aug_Envoy,Abyssos,703,72,536,440,36
Envoy,Aug_Envoy,Abyssos,703,108,536,404,36
Purg,Aug_Envoy,Abyssos,693,144,368,402,165
Purg,Aug_Envoy,Abyssos,693,72,440,402,165
Purg,Aug_Envoy,Abyssos,693,72,368,451,165
Purg,Aug_Envoy,Abyssos,693,72,368,402,165
Purg,Aug_Envoy,Abyssos,693,108,404,402,165
Purg,Aug_Envoy,Abyssos,693,72,404,438,165
Purg,Aug_Envoy,Abyssos,693,72,368,438,165
Purg,Aug_Envoy,Abyssos,693,108,368,402,165
Rina,Aug_Envoy,Abyssos,693,237,533,286,0
Rina,Aug_Envoy,Abyssos,693,188,533,286,0
Rina,Aug_Envoy,Abyssos,693,188,533,358,0
Rina,Aug_Envoy,Abyssos,693,188,533,286,72
Rina,Aug_Envoy,Abyssos,693,224,533,286,0
Rina,Aug_Envoy,Abyssos,693,188,533,322,0
Rina,Aug_Envoy,Abyssos,693,188,533,322,36
Abyssos,Aug_Envoy,Abyssos,714,244,368,327,192
Abyssos,Aug_Envoy,Abyssos,714,244,440,327,192
Abyssos,Aug_Envoy,Abyssos,714,244,368,399,192
Abyssos,Aug_Envoy,Abyssos,714,244,368,327,244
Abyssos,Aug_Envoy,Abyssos,714,244,404,327,192
Abyssos,Aug_Envoy,Abyssos,714,244,404,363,192
Abyssos,Aug_Envoy,Abyssos,714,244,368,363,228
Abyssos,Aug_Envoy,Abyssos,714,244,368,327,228
Aug_Envoy,Aug_Envoy,Abyssos,714,144,540,447,72
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,447,72
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,499,72
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,447,144
Aug_Envoy,Aug_Envoy,Abyssos,714,108,540,447,72
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,483,72
Aug_Envoy,Aug_Envoy,Abyssos,714,72,540,483,108
Aug_Envoy,Aug_Envoy,Abyssos,714,108,540,447,108
Envoy,Aug_Envoy,Abyssos,703,144,536,445,72
Envoy,Aug_Envoy,Abyssos,703,72,536,445,72
Envoy,Aug_Envoy,Abyssos,703,72,536,495,72
Envoy,Aug_Envoy,Abyssos,703,72,536,445,144
Envoy,Aug_Envoy,Abyssos,703,108,536,445,72
Envoy,Aug_Envoy,Abyssos,703,72,536,481,72
Envoy,Aug_Envoy,Abyssos,703,72,536,481,108
Envoy,Aug_Envoy,Abyssos,703,108,536,445,108
Purg,Aug_Envoy,Abyssos,693,144,368,443,237
Purg,Aug_Envoy,Abyssos,693,72,440,443,237
Purg,Aug_Envoy,Abyssos,693,72,368,492,237
Purg,Aug_Envoy,Abyssos,693,72,368,443,237
Purg,Aug_Envoy,Abyssos,693,108,404,443,237
Purg,Aug_Envoy,Abyssos,693,72,404,479,237
Purg,Aug_Envoy,Abyssos,693,72,368,479,237
Purg,Aug_Envoy,Abyssos,693,108,368,443,237
Rina,Aug_Envoy,Abyssos,693,237,533,327,72
Rina,Aug_Envoy,Abyssos,693,188,533,327,72
Rina,Aug_Envoy,Abyssos,693,188,533,399,72
Rina,Aug_Envoy,Abyssos,693,188,533,327,144
Rina,Aug_Envoy,Abyssos,693,224,533,327,72
Rina,Aug_Envoy,Abyssos,693,188,533,363,72
Rina,Aug_Envoy,Abyssos,693,188,533,363,108
Abyssos,Aug_Envoy,Abyssos,714,280,368,327,120
Abyssos,Aug_Envoy,Abyssos,714,280,440,327,120
Abyssos,Aug_Envoy,Abyssos,714,280,368,399,120
Abyssos,Aug_Envoy,Abyssos,714,280,368,327,172
Abyssos,Aug_Envoy,Abyssos,714,280,404,327,120
Abyssos,Aug_Envoy,Abyssos,714,280,404,363,120
Abyssos,Aug_Envoy,Abyssos,714,280,368,363,156
Abyssos,Aug_Envoy,Abyssos,714,280,368,327,156
Aug_Envoy,Aug_Envoy,Abyssos,714,180,540,447,0
Aug_Envoy,Aug_Envoy,Abyssos,714,108,540,447,0
Aug_Envoy,Aug_Envoy,Abyssos,714,108,540,499,0
Aug_Envoy,Aug_Envoy,Abyssos,714,108,540,447,72
Aug_Envoy,Aug_Envoy,Abyssos,714,144,540,447,0
Aug_Envoy,Aug_Envoy,Abyssos,714,108,540,483,0
Aug_Envoy,Aug_Envoy,Abyssos,714,108,540,483,36
Aug_Envoy,Aug_Envoy,Abyssos,714,144,540,447,36
Envoy,Aug_Envoy,Abyssos,703,180,536,445,0
Envoy,Aug_Envoy,Abyssos,703,108,536,445,0
